指標名,ホール・劇場,,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,,
年次,2024年3月末,,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,,
備考,野外会場も含む。（2019年度：439件、2020年度：521件、2024年度：469件）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯,施設種別
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-42-4,35.68266,139.69949,代々木Ｂａｒｂａｒａ,03-3320-5895,https://barbara.omatsuri.tech/,50,,オープン形式,シューボックス形式,,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会",一般に貸出している,,9:00～22:00,ホール・劇場
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-53-1,35.68426,139.70012,山野ホール,03-3379-0111,http://www.yamanohall.com/,,,,,,,,,,,ホール・劇場
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-58-11,35.68479,139.70074,アトリエ・ムジカ,03-5350-2250,http://home.att.ne.jp/kiwi/musica/,,,,,,,,,,,ホール・劇場
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-12-10,35.68684,139.69753,こくみん共済coopホール〔スペース・ゼロ〕,03-3375-8741,https://www.spacezero.co.jp/,,,オープン形式,アリーナ・平土間形式,可動席（スタッキングチェア）,"ポップス, 演劇, ミュージカル, 能・狂言, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, ダンス・パフォーマンス, 映像上映会（試写会など）, 講演会, 会議","ポップス, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, ダンス・パフォーマンス, 映像上映会（試写会など）, 講演会, 展示会",一般に貸出している,,10:00～22:00,ホール・劇場
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-12-3,35.68684,139.69753,プーク人形劇場,03-3379-0234,http://www.puk.jp/theatre/theater.html,106,106,プロセニアム形式,,"固定席, 可動席（スタッキングチェア）","ポップス, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会, -","演劇, お笑い・寄席・演芸, 映像上映会（試写会など）, 講演会, -",一般に貸出している,,9:00～21:00,ホール・劇場
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-21-11,35.68612,139.69748,女性と政治センター 〔多目的ホール〕,03-3370-0238 ,http://ichikawa-fusae.or.jp/index.html,,,,,,,,,,,ホール・劇場
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-35-4,35.68266,139.6935,代々木の森 リブロホール,03-3372-4531,http://libromusic.co.jp/index.html,,,,,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, 合唱, 映像上映会（試写会など）, 講演会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～22:00,ホール・劇場
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-14,35.68114,139.6895,代々木能舞台,03-3370-2757,http://www.yoyoginoubutai.com/,120,120,,,可動席（スタッキングチェア）,"能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, 講演会, 展示会","能・狂言, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, 展示会",一般に貸出している,,10:00～21:00,ホール・劇場
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-50-8,35.6783,139.69171,参宮橋 ＴＲＡＮＣＥ ＭＩＳＳＩＯＮ,03-5825-4661,http://www.trance-mission.jp/main.html,,,,,,,,,,,ホール・劇場
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町3-1,35.6739,139.69273,国立オリンピック記念青少年総合センタ－〔カルチャー棟　大ホール〕,03-3469-2525,https://nyc.niye.go.jp/,758,758,プロセニアム形式,シューボックス形式,固定席,"ポップス, クラシック, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会","ポップス, クラシック, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会",一般に貸出している,,8:30～22:00,ホール・劇場
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町3-1,35.6739,139.69273,国立オリンピック記念青少年総合センタ－〔カルチャー棟　小ホール〕,03-3469-2525,https://nyc.niye.go.jp/,384,384,プロセニアム形式,シューボックス形式,"固定席, 可動席（スタッキングチェア）","ポップス, クラシック, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会","ポップス, クラシック, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 世界の民族音楽, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会",一般に貸出している,,8:30～22:00,ホール・劇場
渋谷区,東１丁目,-,東京都渋谷区東1-2-20,35.65797,139.70897,ベルサール渋谷ファースト〔2F HALL〕,03-6418-2611,https://www.bellesalle.co.jp/shisetsu/shibuya/bs_shibuyafirst,1230,1230,オープン形式,アリーナ・平土間形式,可動席（スタッキングチェア）,"講演会, 展示会, 株主総会","講演会, 展示会, 株主総会",一般に貸出している,,0:00～24:00,ホール・劇場
渋谷区,東１丁目,-,東京都渋谷区東1-2-20,35.65797,139.70897,ベルサール渋谷ファースト〔B1 HALL〕,03-6418-2611,https://www.bellesalle.co.jp/shisetsu/shibuya/bs_shibuyafirst,1350,1350,オープン形式,アリーナ・平土間形式,可動席（スタッキングチェア）,"講演会, 展示会, 株主総会","講演会, 展示会, 株主総会",一般に貸出している,,0:00～24:00,ホール・劇場
渋谷区,東１丁目,-,東京都渋谷区東1-25-2,35.65447,139.70828,CLUB CRAWL,03-3498-3113,http://bighitcompany.com/crawl/,80,200,オープン形式,,可動席（スタッキングチェア）,"ポップス, お笑い・寄席・演芸",日本の伝統音楽（邦楽等）,一般に貸出している利用条件の設定,-,15:00～22:30,ホール・劇場
渋谷区,東１丁目,-,東京都渋谷区東1-26-23,35.65496,139.70737,リフレッシュ氷川〔集会室〕,03-5466-7700,http://www.city.shibuya.tokyo.jp/est/ref_hikawa.html,200,200,学校体育館のステージと同等,学校体育館と同等,可動席（スタッキングチェア）,"演歌・歌謡曲, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会, 新体操など","演歌・歌謡曲, 演劇, ミュージカル, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, バレエ, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, 展示会, 新体操など",利用条件の設定,活動団体の事前登録,9:00～21:00,ホール・劇場
渋谷区,東３丁目,-,東京都渋谷区東3-14-19,35.65112,139.70973,恵比寿ＣｒｅＡｔｏ,03-6427-5273,http://www.creato.bz/,,,,,,,,,,,ホール・劇場
渋谷区,東３丁目,-,東京都渋谷区東3-16-6,35.64931,139.71053,ＬＩＱＵＩＤＲＯＯＭ,03-5464-0800,http://www.liquidroom.net,,,,,,,,,,,ホール・劇場
渋谷区,東３丁目,-,東京都渋谷区東3-16-6,35.64931,139.71053,KATA,-,http://kata-gallery.net/,60,110,オープン形式,シューボックス形式,可動席（スタッキングチェア）,"ポップス, ジャズ, 演劇, ミュージカル, ダンス・パフォーマンス, 映像上映会（試写会など）, 講演会, 展示会","ポップス, 映像上映会（試写会など）, 講演会, 展示会",一般に貸出している,,11:30～22:00,ホール・劇場
渋谷区,東３丁目,-,東京都渋谷区東3-18-3,35.6498,139.70966,恵比寿・エコー劇場,03-5466-3322,http://www.s-echo.co.jp/,,,プロセニアム形式,シューボックス形式,固定席,"演劇, ミュージカル, お笑い・寄席・演芸, 講演会","演劇, ミュージカル, お笑い・寄席・演芸, 映像上映会（試写会など）, 講演会",一般に貸出している,,,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-29-5,35.65957,139.69829,CBGK　シブゲキ!!,03-6415-3363,http://cbgk.jp/index.html,242,242,プロセニアム形式,シューボックス形式,固定席,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 能・狂言, お笑い・寄席・演芸, ダンス・パフォーマンス, 映像上映会（試写会など）","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, 能・狂言, お笑い・寄席・演芸, ダンス・パフォーマンス, 映像上映会（試写会など）",,,,ホール・劇場
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3,35.65726,139.69759,Stage House 渋谷La.mama〔渋谷La.mama〕,03-3464-0801,http://www.lamama.net,100,250,オープン形式,扇型形式,可動席（スタッキングチェア）,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,15:00～22:00,ホール・劇場
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-17-6,35.65702,139.69702,ＬＩＶＥ ＳＴＡＧＥ ＧＵＩＬＴＹ,03-3770-1130,http://www.guilty.ne.jp,,,,シューボックス形式,可動席（スタッキングチェア）,"ポップス, 演歌・歌謡曲, ジャズ, 演劇, ミュージカル, お笑い・寄席・演芸, ダンス・パフォーマンス","ポップス, 演歌・歌謡曲, ジャズ, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス",一般に貸出している,,,ホール・劇場
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-18-3,35.65744,139.69675,渋谷ＲＥＸ,03-5728-4911,http://www.ruido.org/rex/,,,オープン形式,,可動席（スタッキングチェア）,"ポップス, クラシック, ジャズ, 演劇, ミュージカル, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）",ポップス,一般に貸出している,,,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-17,35.65862,139.69583,七面鳥,03-3461-2123,http://www.7mentyo.com/index.html,,,,,,,,,,,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-8,35.65862,139.69583,ｄｕｏ ＭＵＳＩＣ ＥＸＣＨＡＮＧＥ,03-5459-8716,http://www.duomusicexchange.com,,,,,,,,,,,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-4-8,35.659,139.69962,Spotify O-EAST,03-5458-4681,http:s//shibuya-o.com/east,,,プロセニアム形式,シューボックス形式,スタンデイング形式,"ポップス, ジャズ, 演劇, ミュージカル, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会","ポップス, ジャズ, 演劇, ミュージカル, お笑い・寄席・演芸, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会",,,,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-8,35.65862,139.69583,Spotify O-Crest,03-3770-1095,http://shibuya-o.com/crest/,,,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）、その他（スタンディング形式）,"ポップス, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス","ポップス, 演劇, お笑い・寄席・演芸, ダンス・パフォーマンス, 映像上映会（試写会など）",,,,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-23-12,35.66005,139.69601,渋谷Studio Freedom,03-5784-5496,http://studiofreedom.jp/,,300,プロセニアム形式,シューボックス形式,可動式、ハイチェアのみ,"ポップス, ダンス・パフォーマンス, 講演会, 展示会, アイドル, 動画配信, ユーチューバー","ポップス, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, ダンス・パフォーマンス, 映像上映会（試写会など）, 講演会, 展示会, アイドル, 動画配信, ユーチューバー",一般に貸出している,,12:00～5:00,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-24-1,35.66063,139.69604,Bunkamura 〔Bunkamuraオーチャードホール〕,03-3477-9111,https://www.bunkamura.co.jp/orchard/,2150,2150,プロセニアム形式,シューボックス形式,固定席,"ポップス, クラシック, ジャズ, ミュージカル, 歌舞伎, 能・狂言, 日本の伝統音楽（邦楽等）, 世界の民族音楽, バレエ, オペラ, ダンス・パフォーマンス, 合唱","ポップス, クラシック, ジャズ, ミュージカル, 日本の伝統音楽（邦楽等）, 世界の民族音楽, バレエ, オペラ, ダンス・パフォーマンス, 合唱",一般に貸出している,,9:00～22:00,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-24-1,35.66063,139.69604,Bunkamura 〔Bunkamuraシアターコクーン〕,03-3477-9111,http://www.bunkamura.co.jp/cocoon/,747,811,プロセニアム形式,シューボックス形式,固定席,"ポップス, ジャズ, 演劇, ミュージカル, 歌舞伎, 能・狂言, 世界の民族音楽, ダンス・パフォーマンス","演劇, ダンス・パフォーマンス",,,,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-25-17,35.66011,139.6972,RUBY ROOM,03-3780-3022,http://rubyroomtokyo.com/,,,,,,,,,,,ホール・劇場
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-29-5,35.65957,139.69829,Mt.RAINIER HALL SHIBUYA PLEASURE PLEASURE,03-5459-5050,http://www.pleasure-pleasure.jp/index.php,,,,,,,,,,,ホール・劇場
渋谷区,南平台町,-,東京都渋谷区南平台町17-6,35.65342,139.69482,ミュージックサロン エスプリ,03-6455-0190,http://www.musicsalonesprit.com/,70,70,オープン形式,アリーナ・平土間形式,可動席（スタッキングチェア）,クラシック,クラシック,,,,ホール・劇場
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-8-15,35.67786,139.67719,フォレストリミット,03-6276-2886,http://forestlimit.com/fl/,,,,,,,,,,,ホール・劇場
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ヶ谷3-4-1,35.67983,139.67587,幡ヶ谷区民会館〔集会場〕,03-3377-6203,http://www.city.shibuya.tokyo.jp/est/kmkaikan/km_hatagaya.html,150,500,プロセニアム形式,,折りたたみイス,"演劇, ダンス・パフォーマンス, 合唱, 講演会","演劇, ダンス・パフォーマンス, 合唱, 講演会",,,9:00～21:00,ホール・劇場
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-37-5,35.66732,139.69003,HAKUJU HALL,03-5478-8867,https://www.hakujuhall.jp/,300,300,オープン形式,シューボックス形式,固定席,"ポップス, クラシック, 演歌・歌謡曲, ジャズ, 演劇, 日本の伝統音楽（邦楽等）, 世界の民族音楽, お笑い・寄席・演芸, オペラ, ダンス・パフォーマンス, 合唱, 映像上映会（試写会など）, 講演会, -, -","クラシック, ジャズ, 日本の伝統音楽（邦楽等）, 世界の民族音楽, 合唱, 映像上映会（試写会など）, 講演会",一般に貸出している,,9:00～21:30,ホール・劇場
