指標名,観光地,,,,,,,,,,
出典,Tripadvisor,,,,,,,,,,
年次,2023/1/16 取得,,,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件、2022年度：1922件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁目,エリア,住所,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL
中央区,銀座五丁目,-,"東京都中央区銀座5-2-1東急プラザ銀座8,9階","東京都中央区銀座5-2-1東急プラザ銀座8,9階",35.672195,139.762482,ロッテ免税店 銀座店,名所・有名スポット ? ショッピングモール,4,43,https://www.tripadvisor.jp/Attraction_Review-g14129573-d12447445-Reviews-Lotte_Duty_Free_Tokyo_Ginza-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋一丁目,日八京,東京都中央区日本橋1-1,東京都中央区日本橋1-1,35.684002,139.77446,麒麟像,記念碑＆像,3.5,53,https://www.tripadvisor.jp/Attraction_Review-g14129589-d9722214-Reviews-Kirin_Statue-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-11-5,東京都中央区八重洲2-11-5,35.675743,139.767181,伏見稲荷神社,神社/寺院/教会など,4,22,https://www.tripadvisor.jp/Attraction_Review-g14129520-d13222965-Reviews-Fushimi_Inari_Shrine-Yaesu_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,晴海一丁目,-,東京都中央区晴海1-8-16,東京都中央区晴海1-8-16,35.657543,139.783066,晴海トリトンスクエア,建築物 ? ショッピングモール,3.5,75,https://www.tripadvisor.jp/Attraction_Review-g14129643-d3584973-Reviews-Harumi_Island_Triton_Square-Harumi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1-18-9,東京都中央区日本橋人形町1-18-9,35.685692,139.782623,大観音寺,神社/寺院/教会など,3.5,50,https://www.tripadvisor.jp/Attraction_Review-g1066444-d2526723-Reviews-Ogannonji_Temple-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋茅場町一丁目,-,東京都中央区日本橋茅場町1-6-16,東京都中央区日本橋茅場町1-6-16,35.68116,139.778915,日枝神社日本橋摂社,神社/寺院/教会など,4,23,https://www.tripadvisor.jp/Attraction_Review-g1066444-d11864372-Reviews-Hie_Shrine_Nihonbashi_Sessha-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座七丁目,-,東京都中央区銀座7-9-18,東京都中央区銀座7-9-18,35.668945,139.763077,ニコラス・g・ハイエック センター,名所・有名スポット,3.5,11,https://www.tripadvisor.jp/Attraction_Review-g14129573-d5545209-Reviews-Nicolas_G_Hayek_Center-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋中洲,-,東京都江東区清澄１丁目１～中央区日本橋中洲清洲橋,東京都江東区清澄1丁目1～中央区日本橋中洲清洲橋,35.682472,139.791794,清洲橋,橋,3.5,52,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8799771-Reviews-Kiyosu_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町2丁目,東京都中央区日本橋人形町2丁目,35.685356,139.783127,人形町 からくり時計台,名所・有名スポット,3.5,55,https://www.tripadvisor.jp/Attraction_Review-g1066444-d9601693-Reviews-Ningyocho_Karakuri_Watchtower-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋室町二丁目,日八京,東京都中央区日本橋室町2-2-1COREDO室町5F,東京都中央区日本橋室町2-2-1COREDO室町5F,35.686718,139.77417,日本橋三井ホール,建築物,3.5,30,https://www.tripadvisor.jp/Attraction_Review-g1066444-d3642511-Reviews-Nihonbashi_Mitsui_Hall-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,鍛冶町一丁目,-,東京都中央区鍛冶町1-10-4,東京都中央区鍛冶町1-10-4,35.69035,139.772705,丸石ヒ?ルテ?ィンク?,建築物,4,14,https://www.tripadvisor.jp/Attraction_Review-g1066444-d12339289-Reviews-Maruishi_Building-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,築地四丁目,-,東京都中央区築地4-16-2千社額棟1階,東京都中央区築地4-16-2千社額棟1階,35.66534,139.769699,築地にっぽん漁港市場,名所・有名スポット,4,17,https://www.tripadvisor.jp/Attraction_Review-g14129610-d13984383-Reviews-Tsukiji_Nippon_Fish_Port_Market-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋室町二丁目,日八京,東京都中央区日本橋室町2-5-8,東京都中央区日本橋室町2-5-8,35.687256,139.77478,薬祖神社,神社/寺院/教会など,4,19,https://www.tripadvisor.jp/Attraction_Review-g1066444-d14068994-Reviews-Yakuso_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,築地五丁目,-,東京都中央区築地1-5-8,東京都中央区築地1-5-8,35.663376,139.769394,トーキョーズ キッチン,名所・有名スポット,4.5,3,https://www.tripadvisor.jp/Attraction_Review-g14129610-d5602544-Reviews-Tokyo_s_Kitchen-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座八丁目,-,東京都中央区銀座8-8-9,東京都中央区銀座8-8-9,35.66787,139.761261,GINZA TIMELESS 8,名所・有名スポット ? ショッピングモール,5,3,https://www.tripadvisor.jp/Attraction_Review-g14129573-d16891478-Reviews-Ginza_Timeless_8-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,明石町,-,東京都中央区明石町10,東京都中央区明石町10,35.667507,139.775833,トイスラー記念館,旧跡,4,20,https://www.tripadvisor.jp/Attraction_Review-g1066444-d10294201-Reviews-Trusler_Memorial-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座八丁目,-,東京都中央区銀座8-3-7,東京都中央区銀座8-3-7,35.66872,139.758896,静岡新聞・静岡放送 東京支社,建築物,4.5,4,https://www.tripadvisor.jp/Attraction_Review-g14129573-d15272270-Reviews-The_Shizuoka_Shimbun_and_Shizuoka_Broadcasting_System_Tokyo_Branch-Ginza_Chuo_.html
中央区,日本橋一丁目,日八京,東京都中央区日本橋1-19-1,東京都中央区日本橋1-19-1,35.683884,139.777756,日本橋ダイヤビルディング,歴史散策地区 ? 建築物,4.5,3,https://www.tripadvisor.jp/Attraction_Review-g14129589-d17750645-Reviews-Nihombashi_Diamond_Bldg-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座七丁目,-,東京都中央区銀座７丁目２?１０７,東京都中央区銀座7丁目2-107,35.670979,139.760071,銀座コリドー街,名所・有名スポット,4,17,https://www.tripadvisor.jp/Attraction_Review-g14129573-d15816110-Reviews-Ginza_Corridor_Street-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1-12-10,東京都中央区日本橋人形町1-12-10,35.683895,139.783646,茶の木神社,神社/寺院/教会など,3.5,40,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8532885-Reviews-Chanoki_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日比谷公園,-,東京都千代田区日比谷公園１,東京都千代田区日比谷公園1,35.675636,139.758423,歴史と文化の散歩道 銀座佃島コース,歴史散策地区,4.5,5,https://www.tripadvisor.jp/Attraction_Review-g1066444-d13506302-Reviews-Path_of_History_and_Culture_Rekishi_Bunka_no_Sampomichi_Ginza_Tsukudajima_Cours.html
中央区,水面調査区,-,東京都中央区勝どき5,東京都中央区勝どき5,35.659103,139.770844,築地大橋,橋,4,6,https://www.tripadvisor.jp/Attraction_Review-g1066444-d15777396-Reviews-Tsukijiohashi_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋室町四丁目,日八京,東京都中央区日本橋本石町4-4-26,東京都中央区日本橋本石町4-4-26,35.688736,139.7715,中央区立常盤小学校,建築物,4,12,https://www.tripadvisor.jp/Attraction_Review-g1066444-d12152062-Reviews-Chuoku_Tokiwa_Elementary_School-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,湊一丁目,-,東京都中央区湊1-6-7,東京都中央区湊1-6-7,35.672352,139.779984,鉄砲洲稲荷神社,神社/寺院/教会など,4,19,https://www.tripadvisor.jp/Attraction_Review-g1066444-d10223711-Reviews-Teppozu_Inari_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座四丁目,-,東京都中央区銀座4-5-1,東京都中央区銀座4-5-1,35.672085,139.76561,教文館・聖書館ビル,建築物,4,12,https://www.tripadvisor.jp/Attraction_Review-g14129573-d12180884-Reviews-Kyobunkwan_Seishokan_Bldg-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋室町一丁目,日八京,東京都中央区日本橋室町1-4-1三越日本橋本店内１階,東京都中央区日本橋室町1-4-1三越日本橋本店内1階,35.685646,139.773392,天女像,記念碑＆像,4.5,5,https://www.tripadvisor.jp/Attraction_Review-g1066444-d19421028-Reviews-Magokoro_Statue-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座五丁目,-,東京都中央区銀座5-3-1,東京都中央区銀座5-3-1,35.672169,139.763138,Ginza Sony Park (銀座ソニーパーク),名所・有名スポット ? 公園,3.5,24,https://www.tripadvisor.jp/Attraction_Review-g14129573-d15039967-Reviews-Ginza_Sony_Park-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,東日本橋二丁目,-,東京都中央区東日本橋2-6-8,東京都中央区東日本橋2-6-8,35.692867,139.786011,薬研堀不動院,神社/寺院/教会など,3.5,27,https://www.tripadvisor.jp/Attraction_Review-g1066444-d7227434-Reviews-Yagenbori_Fudoin-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座一丁目,-,東京都中央区銀座1-8-19,東京都中央区銀座1-8-19,35.674332,139.768692,KIRARITO GINZA,名所・有名スポット ? 建築物 ? ショッピングモール,3.5,31,https://www.tripadvisor.jp/Attraction_Review-g14129573-d10072614-Reviews-Kirarito_Ginza-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋兜町,-,東京都中央区日本橋兜町,東京都中央区日本橋兜町,35.683449,139.778397,兜神社,神社/寺院/教会など,3.5,31,https://www.tripadvisor.jp/Attraction_Review-g1066444-d7927630-Reviews-Kabuto_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋堀留町一丁目,-,東京都中央区日本橋堀留町1-10-2,東京都中央区日本橋堀留町1-10-2,35.688301,139.779572,椙森神社,神社/寺院/教会など,3.5,45,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8048302-Reviews-Suginomori_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋堀留町二丁目,-,東京都中央区日本橋堀留町2-1-13,東京都中央区日本橋堀留町2-1-13,35.687775,139.781647,三光稲荷神社,名所・有名スポット,3.5,28,https://www.tripadvisor.jp/Attraction_Review-g1066444-d6418924-Reviews-Sanko_Inari_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,築地一丁目,-,東京都中央区築地1-13-20,東京都中央区築地1-13-20,35.668373,139.769165,名犬チロリ記念碑,記念碑＆像,3.5,18,https://www.tripadvisor.jp/Attraction_Review-g14129610-d10121633-Reviews-Chirori_Memorial-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋本町三丁目,日八京,東京都中央区日本橋本町3-10,東京都中央区日本橋本町3-10,35.689255,139.776962,宝田恵比寿神社,神社/寺院/教会など,3.5,43,https://www.tripadvisor.jp/Attraction_Review-g1066444-d3616565-Reviews-Takarada_Ebisu_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋人形町二丁目,-,東京都中央区日本橋人形町2-25-20,東京都中央区日本橋人形町2-25-20,35.686756,139.784149,末廣神社,神社/寺院/教会など,3.5,39,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8570786-Reviews-Suehiro_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,水面調査区,-,東京都中央区日本橋箱崎町１９?１豊海橋,東京都中央区日本橋箱崎町19-1豊海橋,35.677448,139.786621,豊海橋,橋,3.5,11,https://www.tripadvisor.jp/Attraction_Review-g1066444-d10137037-Reviews-Toyomi_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋室町一丁目,日八京,東京都中央区日本橋1丁目1,東京都中央区日本橋1丁目1,35.68449,139.77449,日本国道路元標,名所・有名スポット ? 記念碑＆像,3.5,51,https://www.tripadvisor.jp/Attraction_Review-g14129589-d9727278-Reviews-Nipponkoku_Doro_Gempyo-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町3-5,東京都中央区日本橋小伝馬町3-5,35.691017,139.778061,新高野山 大安楽寺,神社/寺院/教会など,3.5,28,https://www.tripadvisor.jp/Attraction_Review-g1066444-d2526730-Reviews-Daianraku_ji_Temple-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,佃一丁目,-,東京都中央区佃1-9-6,東京都中央区佃1-9-6,35.666653,139.783615,佃天台地蔵尊,神社/寺院/教会など,3.5,14,https://www.tripadvisor.jp/Attraction_Review-g1066444-d11426730-Reviews-Tsukuda_Tendai_Jizoson-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,佃一丁目,-,東京都中央区佃1-6,東京都中央区佃1-6,35.667274,139.783356,佃小橋,橋,3.5,8,https://www.tripadvisor.jp/Attraction_Review-g1066444-d15132430-Reviews-Tsukudakobashi_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,新川二丁目,-,東京都中央区新川2-25-11,東京都中央区新川2-25-11,35.674744,139.783127,於岩稲荷神社,名所・有名スポット,3.5,14,https://www.tripadvisor.jp/Attraction_Review-g1066444-d5512921-Reviews-Oiwa_Inari_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋室町一丁目,-,東京都中央区日本橋室町,東京都中央区日本橋室町,35.685677,139.774094,熈代勝覧,名所・有名スポット,4,5,https://www.tripadvisor.jp/Attraction_Review-g1066444-d16755002-Reviews-Kidai_Shoran-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,新川二丁目,-,東京都中央区新川２丁目２８?１ザ・パークレックス新川4階,東京都中央区新川2丁目28-1ザ・パークレックス新川4階,35.673504,139.782791,中央大橋,名所・有名スポット ? 橋,3.5,18,https://www.tripadvisor.jp/Attraction_Review-g1066444-d12192080-Reviews-Chuo_Ohashi_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,佃一丁目,-,東京都中央区佃1-8-4,東京都中央区佃1-8-4,35.666832,139.783371,佃波除稲荷神社,神社/寺院/教会など,3.5,16,https://www.tripadvisor.jp/Attraction_Review-g1066444-d11533334-Reviews-Tsukuda_Namiyoke_Inari_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座一丁目,-,東京都中央区銀座1-28-15,東京都中央区銀座1-28-15,35.672066,139.771851,鈴木ビル,建築物,4.5,2,https://www.tripadvisor.jp/Attraction_Review-g14129573-d17784347-Reviews-Suzuki_Building-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,大手町二丁目,日八京,東京都中央区日本橋本石町4-1,東京都中央区日本橋本石町4-1,35.68771,139.768936,竜閑さくら橋,橋,4,5,https://www.tripadvisor.jp/Attraction_Review-g1066444-d17310327-Reviews-Ryukansakura_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座六丁目,-,東京都中央区銀座6-10-1GINZASIX屋上,東京都中央区銀座6-10-1GINZASIX屋上,35.669472,139.764145,靍護稲荷神社,神社/寺院/教会など,3.5,9,https://www.tripadvisor.jp/Attraction_Review-g14129573-d12524824-Reviews-Kakugoinari_Shrine-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,明石町,-,東京都中央区明石町12-1中央区保健所等複合施設6F,東京都中央区明石町12-1中央区保健所等複合施設6F,35.666622,139.776535,タイムドーム明石,名所・有名スポット ? 天文台・プラネタリウム ? 歴史博物館,3.5,11,https://www.tripadvisor.jp/Attraction_Review-g1066444-d9721895-Reviews-Time_Dome_Akashi-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座五丁目,-,東京都中央区銀座5-9-19,東京都中央区銀座5-9-19,35.670364,139.765396,あづま稲荷神社,神社/寺院/教会など,3.5,10,https://www.tripadvisor.jp/Attraction_Review-g14129573-d12964539-Reviews-Azuma_Inari_Shrine-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座四丁目,-,東京都中央区銀座4-6-16銀座三越屋上,東京都中央区銀座4-6-16銀座三越屋上,35.671356,139.765778,銀座出世地蔵尊・三囲神社,神社/寺院/教会など,3.5,9,https://www.tripadvisor.jp/Attraction_Review-g14129573-d13545072-Reviews-Ginzashusse_Jizoson_and_Mimeguri_Shrine-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kant.html
中央区,築地四丁目,-,東京都中央区築地4-1-1,東京都中央区築地4-1-1,35.667858,139.768631,東銀座東劇ビル,名所・有名スポット,3.5,11,https://www.tripadvisor.jp/Attraction_Review-g14129610-d10311916-Reviews-Higashi_Ginza_Tokyo_Theater_Building-Tsukiji_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町3-4-5,東京都中央区日本橋小伝馬町3-4-5,35.691116,139.777832,伝馬町牢屋敷跡 碑,記念碑＆像,3.5,23,https://www.tripadvisor.jp/Attraction_Review-g1066444-d10086539-Reviews-Temmacho_Royashiki_Monument-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋浜町二丁目,-,東京都中央区日本橋浜町2-11-6,東京都中央区日本橋浜町2-11-6,35.688206,139.785355,笠間稲荷神社 東京別社,神社/寺院/教会など,3.5,34,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8570796-Reviews-Kasama_Inari_Shrine_Tokyo_Bessha-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町3-2,東京都中央区日本橋小伝馬町3-2,35.690731,139.777664,身延別院,神社/寺院/教会など,3.5,32,https://www.tripadvisor.jp/Attraction_Review-g1066444-d8048238-Reviews-Minobubetsuin_Temple-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,月島一丁目,-,東京都中央区佃,東京都中央区佃,35.664391,139.784332,佃大橋,橋,3.5,14,https://www.tripadvisor.jp/Attraction_Review-g1066444-d12367400-Reviews-Tsukuda_Bridge-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座四丁目,-,東京都中央区銀座4-3-14,東京都中央区銀座4-3-14,35.67244,139.764511,宝童稲荷神社,名所・有名スポット ? 神社/寺院/教会など,3.5,6,https://www.tripadvisor.jp/Attraction_Review-g14129573-d17789552-Reviews-Hodo_Inari_Shrine-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,新川一丁目,-,東京都中央区新川1-12,東京都中央区新川1-12,35.67622,139.782181,越前堀跡,旧跡,3.5,7,https://www.tripadvisor.jp/Attraction_Review-g1066444-d12151900-Reviews-Echizenbori_Remains-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,日本橋浜町二丁目,-,東京都中央区日本橋浜町2-59-2,東京都中央区日本橋浜町2-59-2,35.687138,139.789047,清正公寺,神社/寺院/教会など,3.5,16,https://www.tripadvisor.jp/Attraction_Review-g1066444-d13152462-Reviews-Kiyomasako_ji_Temple-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
中央区,銀座一丁目,-,東京都中央区銀座1-11,東京都中央区銀座1-11,35.674938,139.76918,銀座煉瓦之碑,記念碑＆像,3.5,13,https://www.tripadvisor.jp/Attraction_Review-g14129573-d13077988-Reviews-Ginza_Brick_Monument-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
