指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2023/2/12取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件）",,,,,,
新宿区,四谷一丁目,-,東京都新宿区四谷1-2-5,35.68578,139.72893,薬ヒグチ四谷駅前店,https://byoinnavi.jp/pharm/205790
新宿区,市谷甲良町,-,東京都新宿区市谷甲良町2-21,35.69922,139.72900,新生堂薬局,https://byoinnavi.jp/pharm/205601
港区,六本木六丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズ森タワー6階,35.66040,139.72904,ケイリバー調剤薬局,https://byoinnavi.jp/pharm/162585
品川区,大崎一丁目,-,東京都品川区大崎1-6-5,35.62022,139.72905,クオール薬局大崎店,https://byoinnavi.jp/pharm/206295
新宿区,山吹町,-,東京都新宿区山吹町335,35.70770,139.72907,やまぶき薬局,https://byoinnavi.jp/pharm/205672
港区,六本木六丁目,六本木,東京都港区六本木6-10-3 六本木ヒルズ ウエストウォーク 1階,35.65931,139.72910,トモズ 六本木ヒルズ店,https://byoinnavi.jp/pharm/162600
新宿区,四谷一丁目,-,東京都新宿区四谷1-4-6,35.68658,139.72932,HAIFUKIYA・DRUG・STORE,https://byoinnavi.jp/pharm/205792
品川区,大井七丁目,-,東京都品川区大井7-30-6,35.59341,139.72932,(株)ウェルパーク 大森貝塚店,https://byoinnavi.jp/pharm/206313
品川区,大井五丁目,-,東京都品川区大井5-11-6,35.59906,139.72938,ツルハドラッグ 大井町店,https://byoinnavi.jp/pharm/206309
品川区,二葉一丁目,-,東京都品川区二葉1-7-11,35.60898,139.72954,ひのき薬局,https://byoinnavi.jp/pharm/206447
品川区,南大井六丁目,-,東京都品川区南大井六丁目28-12,35.58845,139.72966,株式会社レンティック中部 とまりぎ薬局,https://byoinnavi.jp/pharm/274273
品川区,東五反田三丁目,-,東京都品川区東五反田3-15-15,35.62564,139.72972,光薬局,https://byoinnavi.jp/pharm/206397
港区,白金台二丁目,-,東京都港区白金台2-26-10,35.63181,139.72993,ナチュラルローソンクオール薬局高輪台駅前店,https://byoinnavi.jp/pharm/202580
港区,六本木七丁目,六本木,東京都港区六本木7-15-14塩業ビルB1F,35.66253,139.72995,グリーン薬局,https://byoinnavi.jp/pharm/162584
品川区,東五反田三丁目,-,東京都品川区東五反田3-20-16,35.62546,139.73001,サクラドラッグ五反田店,https://byoinnavi.jp/pharm/206398
新宿区,天神町,-,東京都新宿区天神町65-4,35.70530,139.73010,石川薬局,https://byoinnavi.jp/pharm/205637
品川区,大井五丁目,-,東京都品川区大井5-7-1,35.60002,139.73018,株式会社ファーマみらい 共創未来 大井5丁目薬局,https://byoinnavi.jp/pharm/259367
港区,高輪三丁目,-,東京都港区高輪3-11-5 高輪ビューハイツ1階,35.63142,139.73064,ミナト薬局,https://byoinnavi.jp/pharm/162579
新宿区,山吹町,-,東京都新宿区山吹町348,35.70848,139.73067,(株)ハスミ薬品,https://byoinnavi.jp/pharm/205673
品川区,大井四丁目,-,東京都品川区大井4-25-42,35.60001,139.73073,杏林堂薬局,https://byoinnavi.jp/pharm/206308
品川区,大崎一丁目,-,東京都品川区大崎1-11-1 ゲートシティ大崎ウエストタワー 1階,35.61940,139.73081,トモズ ゲートシティ大崎店,https://byoinnavi.jp/pharm/254556
品川区,大井一丁目,-,東京都品川区大井1-15-2,35.60776,139.73081,(有)バンビー薬局 大井町店,https://byoinnavi.jp/pharm/206300
港区,高輪三丁目,-,東京都港区高輪3-10-38,35.63193,139.73106,アカビシ薬局,https://byoinnavi.jp/pharm/162563
港区,白金三丁目,-,東京都港区白金3-1-4,35.64687,139.73126,玉菊薬局,https://byoinnavi.jp/pharm/162572
品川区,南大井六丁目,-,東京都品川区南大井6-26-2 大森ベルポートB館1F,35.58788,139.73130,ぱぱす薬局大森ベルポート店,https://byoinnavi.jp/pharm/258069
港区,高輪三丁目,-,東京都港区高輪3-5-19,35.63365,139.73138,エノキ薬局,https://byoinnavi.jp/pharm/202625
品川区,大井三丁目,-,東京都品川区大井3-6-12,35.60242,139.73148,ひので薬局大井店,https://byoinnavi.jp/pharm/206306
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-2,35.66521,139.73149,トモズエクスプレス東京ミッドタウン店,https://byoinnavi.jp/pharm/202570
新宿区,中里町,-,東京都新宿区中里町6-1,35.70592,139.73161,ドラッグストアいわい神楽坂店,https://byoinnavi.jp/pharm/205644
港区,六本木四丁目,六本木,東京都港区六本木4-11-10,35.66415,139.73163,富士薬局,https://byoinnavi.jp/pharm/202572
港区,六本木七丁目,六本木,東京都港区六本木7-14-7,35.66348,139.73170,子安薬局 六本木店,https://byoinnavi.jp/pharm/162587
新宿区,中里町,-,東京都新宿区中里町10,35.70551,139.73192,中里薬局,https://byoinnavi.jp/pharm/205643
品川区,北品川五丁目,-,東京都品川区北品川5-4-1,35.62192,139.73198,たんぽぽ薬局大崎店,https://byoinnavi.jp/pharm/260090
品川区,南大井六丁目,-,東京都品川区南大井6-21-15,35.58966,139.73198,南大井薬局,https://byoinnavi.jp/pharm/206364
港区,高輪三丁目,-,東京都港区高輪3-9-11 ショパン高輪1階,35.63222,139.73207,あさひ薬局 高輪店,https://byoinnavi.jp/pharm/162564
品川区,大井一丁目,-,東京都品川区大井1-42-12,35.60422,139.73208,サン調剤薬局,https://byoinnavi.jp/pharm/252858
港区,六本木六丁目,六本木,東京都港区六本木6-1-26,35.66290,139.73211,マツモトキヨシ 六本木店,https://byoinnavi.jp/pharm/202574
品川区,大井一丁目,-,東京都品川区大井1-43-7,35.60371,139.73243,ヒノミドラッグ 大井町店,https://byoinnavi.jp/pharm/206303
新宿区,矢来町,-,東京都新宿区矢来町57,35.70387,139.73257,中川薬局神楽坂店,https://byoinnavi.jp/pharm/205802
港区,麻布十番一丁目,-,東京都港区麻布十番1-5-2 フローラ麻布1階,35.65758,139.73266,薬局六本木ファーマシィ,https://byoinnavi.jp/pharm/162622
品川区,大井一丁目,-,東京都品川区大井1-24-5,35.60587,139.73268,エール薬局 大井1丁目店,https://byoinnavi.jp/pharm/269897
品川区,南大井六丁目,-,東京都品川区南大井6-20-9,35.58988,139.73280,さくら薬局大森店,https://byoinnavi.jp/pharm/206363
港区,白金一丁目,-,東京都港区白金1-28-18,35.64376,139.73293,薮崎信栄堂薬局,https://byoinnavi.jp/pharm/162580
港区,六本木四丁目,六本木,東京都港区六本木4-8-7,35.66396,139.73295,(株)子安,https://byoinnavi.jp/pharm/202573
品川区,大井四丁目,-,東京都品川区大井4-2-2,35.60427,139.73356,ポッポ堂薬局大井店,https://byoinnavi.jp/pharm/206307
品川区,南大井三丁目,-,東京都品川区南大井3-12-1,35.59105,139.73360,キクヤ薬品,https://byoinnavi.jp/pharm/206359
港区,赤坂五丁目,赤坂,東京都港区赤坂5-5-13,35.67043,139.73377,スギ薬局赤坂店,https://byoinnavi.jp/pharm/202567
品川区,大井一丁目,-,東京都品川区大井1-52-8オキナビル101,35.60495,139.73380,あさひ薬局大井町店,https://byoinnavi.jp/pharm/206304
港区,六本木三丁目,六本木,東京都港区六本木3-9-10,35.66380,139.73385,平井仁成堂,https://byoinnavi.jp/pharm/162595
港区,元赤坂一丁目,赤坂,東京都港区元赤坂1-5-2 永島ビル1階,35.67792,139.73391,梅花堂薬局,https://byoinnavi.jp/pharm/162615
新宿区,矢来町,-,東京都新宿区矢来町108,35.70384,139.73405,矢来町薬局,https://byoinnavi.jp/pharm/205801
港区,白金一丁目,-,東京都港区白金1-2-11,35.64644,139.73409,白金ピース薬局,https://byoinnavi.jp/pharm/202579
新宿区,納戸町,-,東京都新宿区納戸町13,35.69832,139.73412,薬局ラクトファーマシー,https://byoinnavi.jp/pharm/253784
新宿区,赤城下町,-,東京都新宿区赤城下町14,35.70487,139.73417,あかぎ薬局,https://byoinnavi.jp/pharm/205670
港区,白金一丁目,-,東京都港区白金1-17-2,35.64433,139.73421,トモズエクスプレス白金プラザ店,https://byoinnavi.jp/pharm/202578
品川区,南大井三丁目,-,東京都品川区南大井3-16-7,35.58996,139.73430,すこやか薬局,https://byoinnavi.jp/pharm/206360
港区,麻布十番二丁目,-,東京都港区麻布十番2-11-5,35.65396,139.73434,スロースタイル薬局,https://byoinnavi.jp/pharm/202613
新宿区,納戸町,-,東京都新宿区納戸町5,35.69782,139.73449,萱沼薬局,https://byoinnavi.jp/pharm/205625
港区,麻布十番二丁目,-,東京都港区麻布十番2-8-10,35.65540,139.73457,マツモトキヨシ 麻布十番店,https://byoinnavi.jp/pharm/202617
港区,麻布十番一丁目,-,東京都港区麻布十番1-7-1,35.65663,139.73457,麻布十番調剤薬局,https://byoinnavi.jp/pharm/278349
港区,麻布十番三丁目,-,東京都港区麻布十番3-6-10 キャッスル麻布101,35.65322,139.73466,十番ファーマシー薬局,https://byoinnavi.jp/pharm/162589
港区,南麻布一丁目,-,東京都港区南麻布1-12-7 エフィーナ南麻布B,35.65004,139.73467,南麻布薬局,https://byoinnavi.jp/pharm/162597
港区,麻布十番一丁目,-,東京都港区麻布十番1-7-11,35.65628,139.73469,オバタ薬局,https://byoinnavi.jp/pharm/202612
港区,麻布十番三丁目,-,東京都港区麻布十番3-7-11 シャトーデスポワール麻布101号,35.65360,139.73477,トモズ 麻布十番店,https://byoinnavi.jp/pharm/202618
港区,六本木三丁目,六本木,東京都港区六本木3-7-1THE ROPPONGI TOKYO201,35.66376,139.73483,(株)平井薬局,https://byoinnavi.jp/pharm/181017
品川区,大井一丁目,-,東京都品川区大井1-2-1,35.60618,139.73489,ハックドラッグアトレ大井町薬局,https://byoinnavi.jp/pharm/206301
新宿区,改代町,-,東京都新宿区改代町33,35.70763,139.73490,カラサワ薬局,https://byoinnavi.jp/pharm/205647
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町4-1,35.68019,139.73496,薬ヒグチ調剤薬局ニューオータニ店,https://byoinnavi.jp/pharm/202877
港区,高輪一丁目,-,東京都港区高輪1-3-1 第3白川ビル1階,35.64381,139.73502,トモズ 白金高輪店,https://byoinnavi.jp/pharm/202620
港区,麻布十番二丁目,-,東京都港区麻布十番2-3-9,35.65543,139.73504,くすりの福太郎麻布十番店,https://byoinnavi.jp/pharm/202616
千代田区,麹町五丁目,-,東京都千代田区麹町五丁目2-1,35.68428,139.73507,いずみ薬局 麹町店,https://byoinnavi.jp/pharm/260618
品川区,東大井六丁目,-,東京都品川区東大井6-2-13,35.60374,139.73514,コトブキ調剤薬局品川店,https://byoinnavi.jp/pharm/206386
品川区,東大井六丁目,-,東京都品川区東大井6-2-20,35.60432,139.73517,東大井調剤薬局,https://byoinnavi.jp/pharm/206387
品川区,東大井六丁目,-,東京都品川区東大井6-2-12ヴィラトーコー1F,35.60388,139.73518,株式会社ファーマみらい 大井町ロイヤル薬局,https://byoinnavi.jp/pharm/206385
新宿区,市谷田町一丁目,-,東京都新宿区市谷田町1-2,35.69266,139.73521,ニュードラッグ 本部,https://byoinnavi.jp/pharm/205600
港区,南麻布一丁目,-,東京都港区南麻布1-6-36,35.65248,139.73526,日本調剤麻布十番薬局,https://byoinnavi.jp/pharm/202553
港区,高輪四丁目,-,東京都港区高輪4-10-30,35.62802,139.73529,トモズエクスプレス品川プリンスホテル店,https://byoinnavi.jp/pharm/202626
新宿区,水道町,-,東京都新宿区水道町2-1,35.70776,139.73536,地蔵通り薬局,https://byoinnavi.jp/pharm/205645
港区,南麻布二丁目,-,東京都港区南麻布2-10-19 ボヌール南麻布101,35.64766,139.73542,クオール薬局 古川橋店,https://byoinnavi.jp/pharm/162583
港区,麻布十番一丁目,-,東京都港区麻布十番1-8-10,35.65592,139.73544,永井薬局,https://byoinnavi.jp/pharm/162591
品川区,東大井六丁目,-,東京都品川区東大井6-4-3,35.60395,139.73548,日生薬局大井町店,https://byoinnavi.jp/pharm/206388
港区,赤坂三丁目,赤坂,東京都港区赤坂3-21-16SKI赤坂ビル1F,35.67701,139.73554,一ツ木薬局,https://byoinnavi.jp/pharm/162616
港区,麻布十番二丁目,-,東京都港区麻布十番2-2-7,35.65525,139.73563,南山堂薬局 麻布十番店,https://byoinnavi.jp/pharm/202614
品川区,東大井五丁目,-,東京都品川区東大井5-1-18,35.60836,139.73569,(株)ドラックフジ,https://byoinnavi.jp/pharm/206380
港区,赤坂六丁目,赤坂,東京都港区赤坂6-5-21,35.66972,139.73575,漢方齋成堂,https://byoinnavi.jp/pharm/202569
新宿区,赤城元町,-,東京都新宿区赤城元町2-4,35.70454,139.73580,神楽坂漢方有恒薬局,https://byoinnavi.jp/pharm/205671
港区,赤坂四丁目,赤坂,東京都港区赤坂4-2-8 1階,35.67532,139.73582,トモズ 赤坂店,https://byoinnavi.jp/pharm/162612
品川区,南大井四丁目,-,東京都品川区南大井4-15-12,35.59411,139.73587,谷口薬品,https://byoinnavi.jp/pharm/206361
品川区,東大井五丁目,-,東京都品川区東大井5-2-3,35.60759,139.73592,クリエイトS・D品川大井町店,https://byoinnavi.jp/pharm/206384
千代田区,五番町,-,東京都千代田区五番町3-1,35.69043,139.73594,いけだ薬局 駅前店,https://byoinnavi.jp/pharm/202922
港区,麻布十番二丁目,-,東京都港区麻布十番2-18-1,35.65454,139.73598,薬局麻布十番,https://byoinnavi.jp/pharm/162599
港区,赤坂五丁目,赤坂,東京都港区赤坂5-4-6 赤坂三辻ビル地下1階,35.67227,139.73603,赤坂駅前薬局,https://byoinnavi.jp/pharm/162603
新宿区,水道町,-,東京都新宿区水道町4番13号,35.70874,139.73624,アイセイ薬局 江戸川橋店,https://byoinnavi.jp/pharm/273054
港区,麻布十番三丁目,-,東京都港区麻布十番3-14-3,35.65281,139.73630,城南薬局,https://byoinnavi.jp/pharm/162590
港区,赤坂三丁目,赤坂,東京都港区赤坂3-9-4 サカタニビル3階,35.67708,139.73647,赤坂太陽薬局,https://byoinnavi.jp/pharm/162604
港区,赤坂五丁目,赤坂,東京都港区赤坂5-3-1,35.67322,139.73647,マツモトキヨシ赤坂Bizタワー店,https://byoinnavi.jp/pharm/202566
新宿区,神楽坂六丁目,-,東京都新宿区神楽坂6-24,35.70352,139.73647,ミキファーマシー神楽坂店,https://byoinnavi.jp/pharm/205669
品川区,南大井二丁目,-,東京都品川区南大井2-12-1,35.58810,139.73651,平和薬局本店,https://byoinnavi.jp/pharm/206358
港区,麻布十番二丁目,-,東京都港区麻布十番2-20-2,35.65503,139.73655,ドラッグストア・スマイル 麻布店,https://byoinnavi.jp/pharm/202615
新宿区,市谷田町一丁目,-,東京都新宿区市谷田町1-19,35.69395,139.73660,ニュードラッグ市ヶ谷店,https://byoinnavi.jp/pharm/205599
千代田区,二番町,-,東京都千代田区二番町14,35.68707,139.73662,ニュードラッグ二番町日テレ通り店,https://byoinnavi.jp/pharm/202994
品川区,東大井五丁目,-,東京都品川区東大井5-14-15,35.60639,139.73670,エール薬局 大井町店,https://byoinnavi.jp/pharm/272229
港区,赤坂三丁目,赤坂,東京都港区赤坂3-1-6,35.67705,139.73683,コクミン赤坂店,https://byoinnavi.jp/pharm/202561
港区,赤坂六丁目,赤坂,東京都港区赤坂6-2-14,35.67154,139.73691,薬ヒグチ第2赤坂店,https://byoinnavi.jp/pharm/202568
港区,高輪四丁目,-,東京都港区高輪4-10-18 ウィング高輪221,35.62839,139.73702,品川マルゼン薬局,https://byoinnavi.jp/pharm/162566
新宿区,市谷田町二丁目,-,東京都新宿区市ヶ谷田町2-31-2,35.69497,139.73705,(株)エスシーグループ 鈴薬局市ヶ谷店,https://byoinnavi.jp/pharm/271042
品川区,東大井五丁目,-,東京都品川区東大井5-14-7,35.60638,139.73709,金太郎薬局大井町店,https://byoinnavi.jp/pharm/206383
港区,高輪三丁目,-,東京都港区高輪3-23-17,35.63059,139.73710,(株)南山堂,https://byoinnavi.jp/pharm/202623
品川区,東大井五丁目,-,東京都品川区東大井5-13-3,35.60701,139.73714,青横ファーマシー薬局大井町店,https://byoinnavi.jp/pharm/206382
港区,赤坂三丁目,赤坂,東京都港区赤坂3-11-3,35.67511,139.73721,ケンコーコム(株),https://byoinnavi.jp/pharm/202563
港区,赤坂三丁目,赤坂,東京都港区赤坂3-8-7,35.67582,139.73728,薬屋リッチモンド赤坂店,https://byoinnavi.jp/pharm/202565
品川区,東大井五丁目,-,東京都品川区東大井3-2-25,35.60446,139.73728,薬局ホームケアファーマシー東大井店,https://byoinnavi.jp/pharm/206379
港区,赤坂三丁目,赤坂,東京都港区赤坂3-11-14,35.67479,139.73741,サン薬品,https://byoinnavi.jp/pharm/202562
港区,高輪三丁目,-,東京都港区高輪3-25-29 前川ビル1階,35.63016,139.73761,ニホンドウ漢方ブティック 品川本店,https://byoinnavi.jp/pharm/162576
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町3-29,35.68152,139.73768,クローバー薬局,https://byoinnavi.jp/pharm/202876
