指標名,スタートアップ企業,,,,,,,,,,,,
出典,IINITIAL,,,,,,,,,,,,
年次,2024/02/06取得,,,,,,,,,,,,
URL,https://initial.inc/companies,,,,,,,,,,,,
備考,(2021年度：8785件、2022年度：-件、2023年度：11361件),,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,会社名,代表者,従業員数,総調達額,URL,設立,タイプ,業種
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-2 中銀新橋マンシオン704,35.6613438,139.756563,株式会社MONO Technologies,大迫　泰成,7,"291,904",https://mono-technologies.com/,2018/7/10,未公開企業,消費者向けサービス・販売
千代田区,東神田１丁目,-,東京都千代田区東神田1-16-7,35.6949805,139.782124,株式会社シー・コネクト,嶽本　泰伸,31,"59,952",https://c-connect.co.jp/,2009/8/27,未公開企業,コンピューター - ソフトウェア
千代田区,東神田１丁目,-,東京都千代田区東神田1-15-9,35.6949497,139.7826815,株式会社aiQ,山本　裕樹,12,"81,031",https://www.aiq-index.com/,2018/6/22,未公開企業,コンピューター - ITサービス
千代田区,東神田１丁目,-,東京都千代田区東神田1丁目7-10 unito CHIYODA,35.6947689,139.7793515,株式会社Unito,近藤　佑太朗,29,"395,434",https://unito.life/company,2017/1/27,未公開企業,消費者向けサービス・販売
千代田区,東神田１丁目,-,東京都千代田区東神田1-14-11 ヤマダビル6F,35.6942395,139.7820553,株式会社オープングルーヴ,昌子　正俊,6,"10,000",http://www.opengroove.com,2004/1/1,未公開企業,コンピューター - ソフトウェア
千代田区,東神田１丁目,-,東京都千代田区東神田1-2-10 泰岳ビル3F,35.6935082,139.7809639,株式会社グラスプアットジエアー,南方　祐紀,13,"10,000",http://grasp.co.jp/,2000/11/1,未公開企業,
千代田区,東神田１丁目,-,東京都千代田区東神田1-9-8 THE WAVES AKIHABARA 8F,35.6947205,139.7797699,ELESTYLE株式会社,盧　迪,19,"507,400",https://elestyle.jp/,2014/6/18,未公開企業,コンピューター - ITサービス
千代田区,東神田１丁目,-,東京都千代田区東神田1-16-7 東神田プラザビル2F,35.6947608,139.7791664,TRENDE株式会社,妹尾　賢俊、　西尾　仁志,23,"1,822,003",https://trende.jp/,2017/8/15,未公開企業,産業・エネルギー
千代田区,東神田１丁目,-,東京都千代田区東神田1-7-8 プライム東神田ビル 9F,35.6950214,139.7790693,ugo株式会社,松井　健,37,"1,653,401",https://ugo.plus/,2018/2/20,未公開企業,ビジネスサービス
千代田区,東神田１丁目,-,東京都千代田区東神田1-7-8 ユニゾ東神田一丁目ビル2階,35.6950145,139.7790519,株式会社ティー・ゲート,岩橋　伸行,,"800,000",http://tabihatsu.jp/,2008/3/1,未公開企業,ビジネスサービス
千代田区,東神田１丁目,-,東京都千代田区東神田1-5-1 ディアハイム神田岩本町301号,35.6938049,139.7797281,株式会社ゼロワン・スタイル,柴田　和郎,1,6000,http://zero-one.jp,39570,未公開企業,コンピューター - ソフトウェア
千代田区,東神田２丁目,-,東京都千代田区東神田2丁目1-9,35.6956834,139.7789741,600株式会社,久保　渓,16,"899,878",https://www.600.jp/,2017/6/1,未公開企業,消費者向けサービス・販売
千代田区,東神田２丁目,-,東京都千代田区東神田2-8-16 GLEAMS AKIHABARA 601,35.6965521,139.7803248,株式会社フォアー,田中　悠斗,7,"638,430",https://www.fore-co.ltd/ja/,2017/8/14,未公開企業,ビジネスサービス
千代田区,東神田２丁目,-,東京都千代田区東神田2-8-3 PSビル5階,35.6962995,139.7824918,株式会社Cotyledon Technology,多田　清志,,"6,000",http://www.cotyledon-technology.co.jp,2014/7/7,未公開企業,コンピューター - ソフトウェア
千代田区,東神田２丁目,-,東京都千代田区東神田2-10-9 ポータル秋葉原 8F,35.6957405,139.7815258,REHATCH株式会社,迫田　亮太,17,"1,000",https://re-hatch.jp/,2019/8/1,未公開企業,コンピューター - ITサービス
千代田区,東神田２丁目,-,東京都千代田区東神田2-6-5 東神田ビル6階,35.6958546,139.7802848,株式会社ボーダーレス,向井　宏,24,"3,000",http://www.borderless-tokyo.co.jp/,2007/12/1,未公開企業,ビジネスサービス
千代田区,東神田２丁目,-,東京都千代田区東神田2-4-6 S-GATE秋葉原8階,35.6962518,139.779486,株式会社スマートロボティクス,齋藤　拓哉,23,"109,000",http://www.smartrobotics.jp/,2016/3/18,未公開企業,半導体/その他電子部品・製品
千代田区,東神田３丁目,-,東京都千代田区東神田3-1-2 THECANALGATE9階,35.6970309,139.7804468,Appmart株式会社,松田　慶司郎,8,"20,000",https://appmart.co.jp/,2014/11/5,未公開企業,ビジネスサービス
千代田区,東神田３丁目,-,東京都千代田区東神田3-3-9 上田ビル2階,35.6971808,139.7810871,株式会社kyoukan,石川　淳,3,"5,000",https://kyoukan1.jp/,2017/4/8,未公開企業,ビジネスサービス
千代田区,東神田３丁目,-,東京都千代田区東神田3-3-9 上田ビル2F,35.6971808,139.7810871,株式会社N3,石川　淳,0,,https://www.n3japan.com/,2018/1/10,未公開企業,コンピューター - ITサービス
千代田区,東神田３丁目,-,東京都千代田区東神田3-3-8 TKS東神田ビルB1階,35.6974141,139.7810438,株式会社DUAL MOVE,佐藤　塁,1,"330,970",https://www.dualmove.co.jp/,2023/1/30,未公開企業,ビジネスサービス
品川区,東大井１丁目,-,東京都品川区東大井1丁目7-15-102,35.60495,139.7458633,株式会社レグペイ,大内　将伸,,,http://regupay.co.jp/,2020/5/1,未公開企業,コンピューター - ITサービス
品川区,東大井１丁目,-,東京都品川区東大井1-20-5 K’sビル2階,35.6046924,139.7429591,株式会社アースキー,林　晋之介,2,19570,https://earthkey.co.jp/,42297,未公開企業,ビジネスサービス
品川区,東大井２丁目,-,東京都品川区東大井2-13-8,35.6004984,139.7393661,シンメンテホールディングス株式会社,内藤　秀雄、　内藤　秀治郎,78,,http://www.shin-pro.com/,1985/8/23,IPO / Exit企業,ビジネスサービス
品川区,東大井３丁目,-,東京都品川区東大井3丁目1-3,35.6046975,139.7381591,株式会社Eishin,安永　知恵,0,"41,700",http://eishin-e.jp/,2009/12/14,未公開企業,環境関連
品川区,東大井３丁目,-,東京都品川区東大井3-11-21 ムサシヤビル210,35.6038019,139.7370835,株式会社Neeew Local,濱田　健太郎,1,"3,000",https://neeew-local.com/,2022/11/1,未公開企業,ビジネスサービス
品川区,東大井４丁目,-,東京都品川区東大井4-3-23-301,35.6058457,139.7411129,株式会社アルファスタジオ,下山　剛志,1,"3,000",http://www.alfa-studio.co.jp/,2002/9/24,未公開企業,消費者向けサービス・販売
品川区,東大井５丁目,-,東京都品川区東大井5-26-26,35.6066491,139.7393566,株式会社キッズカラー,雨宮　みなみ,4,"85,236",http://www.kids-color.co.jp/,2010/12/27,未公開企業,コンピューター - ソフトウェア
品川区,東大井５丁目,-,東京都品川区東大井5-15-14-1103,35.606828,139.7360915,合同会社OBO,於保　浩志,,"1,000",,2008/1/4,未公開企業,消費者向けサービス・販売
品川区,東大井５丁目,-,東京都品川区東大井5-24-16 706号,35.6054081,139.7372661,Xenon Holdings株式会社,坂本　達夫,,"1,000",http://cane.asia/,2017/9/1,未公開企業,コンピューター - ソフトウェア
品川区,東大井５丁目,-,東京都品川区東大井5-12-5 林ハイム301号室,35.6068423,139.7376003,株式会社INTEP,川上　途行,5,118676,https://www.intep.co.jp/,44039,未公開企業,医療・ヘルスケア ICT
品川区,東中延２丁目,-,東京都品川区東中延2-10-13 春日ビル2F,35.606245,139.7125788,株式会社GRIT,板谷　英司,,,https://be-grit.com/,2021/12/1,未公開企業,ビジネスサービス
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-7,35.6906494,139.7849764,株式会社メディサイエンスプラニング,浦江　明憲,475,,http://www.mpi-cro.co.jp/,1982/9/20,IPO / Exit企業,バイオテクノロジー
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-5,35.6904712,139.7850679,株式会社エス・ディー・エス バイオテック,白井　孝,144,,http://www.sdsbio.co.jp/,1968/10/7,IPO / Exit企業,バイオテクノロジー
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-3-6 パラダイムシフト ビル,35.6905486,139.7857291,株式会社パラダイムシフト,百田　浩志,15,"678,400",https://www.paradigmshift.io/,2005/3/30,未公開企業,消費者向けサービス・販売
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-20 三幸プラザビル7F,35.6900281,139.7854199,株式会社アトリエシーピーユー,岡本　敦,,"3,000",http://www.atelier-cpu.com/,2009/7/1,未公開企業,コンピューター - ソフトウェア
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-20 三幸日本橋ビル７F,35.6844263,139.773779,株式会社プレシャスリンク,岩崎　彩,12,"10,000",http://www.preciouslink.co.jp,2007/4/1,未公開企業,消費者向けサービス・販売
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-20 三幸日本橋プラザビル7F,35.689999,139.7853701,株式会社コミューン,成田　佳雄,,"9,000",http://qomune.com/,2009/10/14,未公開企業,消費者向けサービス・販売
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-4 東日本橋M-1ビル2F,35.6903336,139.7851966,株式会社トビラーク,山崎　晴康,11,"113,200",http://www.fine-net.co.jp/i,1998/5/1,未公開企業,金融・保険・不動産 ICT
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-4-6 東日本橋一丁目ビル5F,35.6910207,139.7861822,株式会社10X,矢本　真丈,120,2108807,https://10x.co.jp/,42912,未公開企業,消費者向けサービス・販売
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-1-7 野村不動産東日本橋ビル5階,35.6906494,139.7849764,株式会社ソフツー,鍾　勝雄,38,20000,http://www.softsu.co.jp/,39637,未公開企業,ビジネスサービス
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-12-5,35.6932531,139.7867061,ルーミン・オズ株式会社,マイケル・ペリー,,"1,201,420",http://www.luminoz.co.jp/,2000/12/1,未公開企業,半導体/その他電子部品・製品
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-26-8,35.6950299,139.7858208,Synflux株式会社,川崎　和也、　佐野　虎太郎,3,"220,004",https://synflux.io/,2019/3/27,未公開企業,コンピューター - ソフトウェア
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-11-5 ニニギノビル,35.6929785,139.7870058,株式会社アプリクッキング,山下　大輔,7,"10,000",https://appcooking.jp/,2015/8/24,未公開企業,コンピューター - ソフトウェア
中央区,東日本橋２丁目,-,103-0004　東京都中央区東日本橋2-24-14,35.6943682,139.7867361,株式会社ダヴィンチ・アドバイザーズ,金子　修,18,,http://www.davinci-advisors.com/,1998/8/14,IPO / Exit企業,金融・保険・不動産
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-24-9 6F,35.6944846,139.7859971,株式会社NOKID,漢那　徳馬,6,"3,000",https://nokid.jp/,2022/2/10,未公開企業,ビジネスサービス
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-24−9 LIT 2F,35.6944846,139.7859971,株式会社MATCHA,青木　優,19,"410,394",https://company.matcha-jp.com/,2013/12/3,未公開企業,消費者向けサービス・販売
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-20-2 小田切ビル2階,35.6930384,139.7871906,株式会社drone supply & control,溝口　実,,"20,000",https://drosatsu.jp/,2018/6/15,未公開企業,ビジネスサービス
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-7-1 国際東日本橋ビル,35.693,139.7852961,アイテックス株式会社,林　孝男,160,"450,000",http://www.itecs.co.jp/,1993/4/1,未公開企業,コンピューター - ソフトウェア
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-4-11 アドバンテージⅡ 3F,35.6919294,139.7857973,株式会社ソニマ,明石　康弘,,"593,120",http://www.sonima.co.jp/,2001/11/1,未公開企業,消費者向けサービス・販売
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-9-10 KTビル4階,35.6930511,139.7862467,株式会社グッドビジョン,井辻　正,,"25,145",http://goodvision.co.jp/,2004/3/18,未公開企業,コンピューター - ソフトウェア
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-21-6 CONFIA東日本橋501,35.6937884,139.7875051,株式会社ビジネスストラテジー,上田　一輝,1,"9,000",https://business-strategy.co.jp/,2017/4/21,未公開企業,消費者向けサービス・販売
中央区,東日本橋２丁目,-,東京都中央区東日本橋2丁目24-9 LIT8階,35.6944846,139.7859971,株式会社マツリカ,黒佐　英司,82,"1,405,626",https://mazrica.com/,2015/4/30,未公開企業,コンピューター - ソフトウェア
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-28-4 日本橋CETビル2階,35.6947608,139.7874252,株式会社Sherpa&Company,石井　孝典,1,500,https://sherpajp.com/,2011/11/1,未公開企業,コンピューター - ソフトウェア
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-24-9 LIT HIGASHI-NIHOMBASHI 2F,35.6944463,139.7859779,株式会社MATCHA NFT,西脇　靖紘,,,https://matcha-nft.com/,2022/6/1,未公開企業,コンピューター - ソフトウェア
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-1-5 東日本橋セントラルプレイス8階,35.691781,139.7851582,株式会社ROBOCREW,中村　慶彦,,"1,500",https://robocrew.co.jp/,2021/2/1,未公開企業,ビジネスサービス
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-24-9 LIT HIGASHI-NIHOMBASHI 3階,35.6944463,139.7859779,株式会社サイバーフェリックス,石山　将,,,https://cyber-felix.com/,2019/3/5,未公開企業,消費者向けサービス・販売
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-1-15 STR東日本橋4F,35.6913833,139.7851282,スタンドバイ株式会社,谷山　大三郎,3,,https://standby-corp.jp/,2015/10/9,未公開企業,コンピューター - ITサービス
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-1-5 東日本橋セントラルプレイス8階,35.691781,139.7851582,株式会社STOCKCREW,中村　慶彦,52,"5,000",https://stockcrew.co.jp/,2018/8/1,未公開企業,ビジネスサービス
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-4-1 アドバンテージⅠビル5階,35.6917616,139.7855577,株式会社Will Smart,石井　康弘,13,,http://willsmart.co.jp/,2012/12/12,未公開企業,コンピューター - ITサービス
